                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                0.40747,                0.28569,                0.92353,                0.92894,                   0.75,                0.91167,                 0.5996,                 1.5142,                0.67685,                 2.0263,              0.0010364,              0.0010364,              0.0010364
                    148,                0.46313,                0.32251,                0.89865,                0.92325,                   0.75,                0.91167,                 0.5981,                 1.5658,                0.67909,                 2.0554,              0.0010298,              0.0010298,              0.0010298
                    149,                0.41227,                0.30179,                0.88259,                0.92325,                   0.75,                0.91167,                 0.5981,                 1.5658,                0.67909,                 2.0554,              0.0010232,              0.0010232,              0.0010232
                    150,                0.38125,                0.28921,                0.90108,                0.79448,                      1,                  0.945,                  0.588,                 1.6185,                0.68536,                 2.0986,              0.0010166,              0.0010166,              0.0010166
                    151,                0.42436,                0.28606,                0.88607,                0.79448,                      1,                  0.945,                  0.588,                 1.6185,                0.68536,                 2.0986,                0.00101,                0.00101,                0.00101
                    152,                0.50997,                0.34674,                0.95978,                0.78401,                      1,                  0.945,                0.57725,                 1.5997,                0.71135,                  2.115,              0.0010034,              0.0010034,              0.0010034
                    153,                0.49844,                0.32357,                0.91706,                0.78401,                      1,                  0.945,                0.57725,                 1.5997,                0.71135,                  2.115,              0.0009968,              0.0009968,              0.0009968
                    154,                 0.4504,                 0.3471,                0.93305,                0.79795,                0.98974,                  0.895,                0.51825,                 1.6232,                0.82416,                 2.1516,              0.0009902,              0.0009902,              0.0009902
                    155,                0.44681,                0.30265,                0.92563,                0.79795,                0.98974,                  0.895,                0.51825,                 1.6232,                0.82416,                 2.1516,              0.0009836,              0.0009836,              0.0009836
                    156,                0.40534,                 0.2909,                0.89163,                0.79353,                      1,                  0.945,                0.56725,                 1.5892,                  0.792,                 2.1608,               0.000977,               0.000977,               0.000977
                    157,                0.46083,                0.30634,                0.92824,                0.79353,                      1,                  0.945,                0.56725,                 1.5892,                  0.792,                 2.1608,              0.0009704,              0.0009704,              0.0009704
                    158,                0.46769,                0.33273,                0.93044,                0.79152,                      1,                  0.945,                  0.566,                 1.6172,                0.75136,                 2.2267,              0.0009638,              0.0009638,              0.0009638
                    159,                0.46874,                0.29992,                0.89171,                0.79152,                      1,                  0.945,                  0.566,                 1.6172,                0.75136,                 2.2267,              0.0009572,              0.0009572,              0.0009572
                    160,                0.46622,                0.31464,                0.91297,                0.79025,                      1,                  0.945,                0.54868,                 1.7865,                0.65279,                 2.4064,              0.0009506,              0.0009506,              0.0009506
                    161,                0.41264,                0.26526,                0.87678,                0.79025,                      1,                  0.945,                0.54868,                 1.7865,                0.65279,                 2.4064,               0.000944,               0.000944,               0.000944
                    162,                0.43051,                0.30899,                0.92576,                      1,                0.99292,                  0.995,                0.55857,                 1.8288,                0.60531,                 2.4976,              0.0009374,              0.0009374,              0.0009374
                    163,                0.47343,                0.38892,                0.97608,                      1,                0.99292,                  0.995,                0.55857,                 1.8288,                0.60531,                 2.4976,              0.0009308,              0.0009308,              0.0009308
                    164,                0.38145,                0.28821,                 0.8913,                0.98684,                      1,                  0.995,                 0.5462,                 1.8519,                 0.5787,                 2.5107,              0.0009242,              0.0009242,              0.0009242
                    165,                0.38177,                0.27117,                0.86411,                0.98684,                      1,                  0.995,                 0.5462,                 1.8519,                 0.5787,                 2.5107,              0.0009176,              0.0009176,              0.0009176
                    166,                 0.4746,                0.36549,                0.94002,                0.98646,                      1,                  0.995,                0.56703,                 1.8525,                 0.5626,                  2.462,               0.000911,               0.000911,               0.000911
                    167,                0.46672,                0.32666,                0.90798,                0.98646,                      1,                  0.995,                0.56703,                 1.8525,                 0.5626,                  2.462,              0.0009044,              0.0009044,              0.0009044
                    168,                0.50446,                0.35273,                0.96035,                0.98477,                      1,                  0.995,                0.57581,                 1.6124,                0.66104,                 2.1858,              0.0008978,              0.0008978,              0.0008978
                    169,                0.42388,                0.28153,                  0.902,                0.98477,                      1,                  0.995,                0.57581,                 1.6124,                0.66104,                 2.1858,              0.0008912,              0.0008912,              0.0008912
                    170,                0.57206,                0.37584,                0.97675,                0.97954,                      1,                  0.995,                0.61806,                 1.5401,                0.69252,                 2.1119,              0.0008846,              0.0008846,              0.0008846
                    171,                0.42698,                0.28939,                0.88281,                0.97954,                      1,                  0.995,                0.61806,                 1.5401,                0.69252,                 2.1119,               0.000878,               0.000878,               0.000878
                    172,                0.42334,                0.27792,                 0.9274,                0.97256,                      1,                  0.995,                0.63071,                 1.5012,                0.70762,                  2.057,              0.0008714,              0.0008714,              0.0008714
                    173,                0.38931,                  0.266,                0.89757,                0.97256,                      1,                  0.995,                0.63071,                 1.5012,                0.70762,                  2.057,              0.0008648,              0.0008648,              0.0008648
                    174,                0.37794,                0.27561,                0.86244,                0.94616,                      1,                  0.995,                0.65635,                 1.4618,                0.67303,                 2.0374,              0.0008582,              0.0008582,              0.0008582
                    175,                0.43246,                0.30744,                0.92136,                0.94616,                      1,                  0.995,                0.65635,                 1.4618,                0.67303,                 2.0374,              0.0008516,              0.0008516,              0.0008516
                    176,                0.43364,                 0.3295,                0.94243,                0.86531,                      1,                  0.995,                0.63727,                 1.4539,                0.67924,                 2.0599,               0.000845,               0.000845,               0.000845
                    177,                 0.4218,                 0.3099,                0.90573,                0.86531,                      1,                  0.995,                0.63727,                 1.4539,                0.67924,                 2.0599,              0.0008384,              0.0008384,              0.0008384
                    178,                0.44324,                0.30021,                0.91347,                0.92309,                      1,                  0.995,                0.61636,                 1.4942,                0.71473,                 2.1217,              0.0008318,              0.0008318,              0.0008318
                    179,                0.36766,                0.26384,                0.86448,                0.92309,                      1,                  0.995,                0.61636,                 1.4942,                0.71473,                 2.1217,              0.0008252,              0.0008252,              0.0008252
                    180,                0.33568,                0.25032,                0.86373,                0.98772,                      1,                  0.995,                0.59635,                 1.5083,                 0.6829,                 2.1466,              0.0008186,              0.0008186,              0.0008186
                    181,                0.44473,                0.33273,                 0.9607,                0.98772,                      1,                  0.995,                0.59635,                 1.5083,                 0.6829,                 2.1466,               0.000812,               0.000812,               0.000812
                    182,                0.34116,                0.25394,                0.85822,                0.79729,                      1,                  0.995,                0.62927,                 1.5124,                0.67848,                 2.1742,              0.0008054,              0.0008054,              0.0008054
                    183,                0.38289,                0.29042,                0.87949,                0.79729,                      1,                  0.995,                0.62927,                 1.5124,                0.67848,                 2.1742,              0.0007988,              0.0007988,              0.0007988
                    184,                0.37352,                0.26252,                0.87604,                0.79448,                      1,                  0.995,                0.64394,                 1.5023,                0.68815,                 2.2074,              0.0007922,              0.0007922,              0.0007922
                    185,                0.36037,                0.28007,                0.84401,                0.79448,                      1,                  0.995,                0.64394,                 1.5023,                0.68815,                 2.2074,              0.0007856,              0.0007856,              0.0007856
                    186,                0.47112,                  0.305,                0.95679,                0.79608,                      1,                  0.995,                0.61267,                 1.5162,                0.67686,                 2.2233,               0.000779,               0.000779,               0.000779
                    187,                 0.3521,                0.25872,                0.87603,                0.79608,                      1,                  0.995,                0.61267,                 1.5162,                0.67686,                 2.2233,              0.0007724,              0.0007724,              0.0007724
                    188,                 0.4006,                0.30635,                0.95143,                0.80263,                      1,                  0.995,                0.60353,                 1.5175,                0.63994,                 2.1962,              0.0007658,              0.0007658,              0.0007658
                    189,                0.40935,                0.27588,                0.90982,                0.80263,                      1,                  0.995,                0.60353,                 1.5175,                0.63994,                 2.1962,              0.0007592,              0.0007592,              0.0007592
                    190,                0.38114,                0.29173,                0.88199,                0.87239,                      1,                  0.995,                0.60908,                 1.5079,                0.60259,                 2.1524,              0.0007526,              0.0007526,              0.0007526
                    191,                0.45525,                0.32264,                0.93172,                0.87239,                      1,                  0.995,                0.60908,                 1.5079,                0.60259,                 2.1524,               0.000746,               0.000746,               0.000746
                    192,                0.35602,                0.26154,                0.86077,                0.79063,                      1,                  0.945,                0.59327,                 1.5283,                0.57313,                 2.1326,              0.0007394,              0.0007394,              0.0007394
                    193,                0.40046,                0.27367,                0.89964,                0.79063,                      1,                  0.945,                0.59327,                 1.5283,                0.57313,                 2.1326,              0.0007328,              0.0007328,              0.0007328
                    194,                0.44598,                 0.3027,                0.92991,                0.79106,                      1,                  0.945,                 0.6175,                 1.5508,                0.54743,                 2.1298,              0.0007262,              0.0007262,              0.0007262
                    195,                0.40015,                0.27899,                0.88654,                0.79106,                      1,                  0.945,                 0.6175,                 1.5508,                0.54743,                 2.1298,              0.0007196,              0.0007196,              0.0007196
                    196,                 0.3764,                0.28068,                0.86282,                0.79157,                      1,                  0.945,                0.63294,                 1.5111,                0.54286,                 2.1305,               0.000713,               0.000713,               0.000713
                    197,                0.39133,                 0.2831,                0.91496,                0.79157,                      1,                  0.945,                0.63294,                 1.5111,                0.54286,                 2.1305,              0.0007064,              0.0007064,              0.0007064
                    198,                0.41787,                0.32239,                 0.8943,                0.79207,                      1,                  0.945,                 0.6506,                 1.5144,                 0.5888,                 2.1562,              0.0006998,              0.0006998,              0.0006998
                    199,                0.37621,                0.27477,                0.93328,                0.79207,                      1,                  0.945,                 0.6506,                 1.5144,                 0.5888,                 2.1562,              0.0006932,              0.0006932,              0.0006932
                    200,                0.40684,                0.28869,                 0.9292,                0.79266,                      1,                  0.945,                0.61992,                 1.5241,                0.61286,                 2.1746,              0.0006866,              0.0006866,              0.0006866
                    201,                0.33303,                0.25485,                 0.8653,                0.79266,                      1,                  0.945,                0.61992,                 1.5241,                0.61286,                 2.1746,                0.00068,                0.00068,                0.00068
                    202,                0.40434,                0.28486,                0.86052,                0.79118,                      1,                  0.945,                0.62058,                  1.537,                0.59369,                 2.2127,              0.0006734,              0.0006734,              0.0006734
                    203,                0.34805,                0.25442,                0.86091,                0.79118,                      1,                  0.945,                0.62058,                  1.537,                0.59369,                 2.2127,              0.0006668,              0.0006668,              0.0006668
                    204,                0.39267,                0.27098,                0.89452,                0.78999,                      1,                  0.945,                0.62058,                 1.5312,                0.57305,                 2.1784,              0.0006602,              0.0006602,              0.0006602
                    205,                0.37932,                0.27171,                0.85532,                0.78999,                      1,                  0.945,                0.62058,                 1.5312,                0.57305,                 2.1784,              0.0006536,              0.0006536,              0.0006536
