                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     42,                0.87724,                0.48694,                 1.0036,                0.97481,                 0.9676,                0.98467,                0.79617,                0.72586,                0.37884,                0.93063,              0.0011882,              0.0011882,              0.0011882
                     43,                0.84438,                0.47803,                0.98262,                0.98645,                 0.9625,                0.97855,                0.79256,                0.73456,                0.39592,                0.93003,              0.0011684,              0.0011684,              0.0011684
                     44,                0.82685,                0.47008,                0.97353,                 0.9746,                0.95928,                 0.9858,                0.79978,                0.70835,                0.37218,                0.92388,              0.0011486,              0.0011486,              0.0011486
                     45,                0.83907,                0.47768,                0.98186,                0.97493,                0.97223,                0.98237,                0.80786,                0.71231,                0.39199,                0.91971,              0.0011288,              0.0011288,              0.0011288
                     46,                0.83068,                0.48947,                0.97498,                0.97479,                0.96653,                0.98274,                0.79196,                0.74789,                0.37928,                0.93689,               0.001109,               0.001109,               0.001109
                     47,                0.83644,                0.47652,                0.98484,                  0.979,                0.96875,                0.98237,                0.80024,                0.70272,                0.37077,                  0.917,              0.0010892,              0.0010892,              0.0010892
                     48,                0.84414,                0.47338,                0.97999,                0.98691,                 0.9625,                0.97707,                0.80413,                0.71466,                0.39372,                0.92452,              0.0010694,              0.0010694,              0.0010694
                     49,                0.82623,                0.46528,                0.98222,                0.99276,                0.95625,                 0.9819,                0.80474,                0.71902,                 0.3663,                0.92808,              0.0010496,              0.0010496,              0.0010496
                     50,                0.81732,                0.48694,                0.96803,                0.98651,                0.96875,                0.98547,                0.80094,                0.73357,                0.38112,                0.93193,              0.0010298,              0.0010298,              0.0010298
                     51,                0.82168,                0.45028,                0.95501,                0.98493,                0.95625,                0.96951,                0.79261,                0.74485,                0.40351,                0.92733,                0.00101,                0.00101,                0.00101
                     52,                0.82484,                 0.4507,                0.96709,                0.97651,                 0.9625,                 0.9738,                0.79784,                0.72487,                0.38974,                0.92319,              0.0009902,              0.0009902,              0.0009902
                     53,                0.82814,                0.46137,                0.99139,                0.97874,                0.95625,                0.97832,                0.80741,                0.71014,                0.37621,                  0.921,              0.0009704,              0.0009704,              0.0009704
                     54,                0.83043,                0.45817,                0.97382,                0.97478,                0.96644,                0.97658,                 0.7946,                0.72874,                0.36894,                0.92723,              0.0009506,              0.0009506,              0.0009506
                     55,                0.81846,                0.45312,                0.97779,                0.97873,                  0.975,                0.97939,                0.80624,                0.70024,                0.36821,                0.91846,              0.0009308,              0.0009308,              0.0009308
                     56,                0.79012,                0.43525,                0.95801,                0.98797,                 0.9625,                0.97778,                 0.7972,                0.71597,                 0.3787,                0.92595,               0.000911,               0.000911,               0.000911
                     57,                0.80114,                0.44042,                0.96539,                0.98099,                0.96748,                0.98491,                0.81171,                0.69493,                0.34127,                0.90718,              0.0008912,              0.0008912,              0.0008912
                     58,                0.81037,                0.44554,                0.96859,                0.99201,                 0.9625,                0.97767,                0.80747,                 0.6934,                0.34294,                0.92538,              0.0008714,              0.0008714,              0.0008714
                     59,                0.79476,                0.44233,                0.96909,                0.97443,                0.95277,                0.97521,                0.78936,                0.73511,                0.36707,                0.93253,              0.0008516,              0.0008516,              0.0008516
                     60,                0.79405,                0.43861,                0.96427,                0.98643,                0.96875,                0.98165,                0.81055,                0.70807,                 0.3592,                0.92214,              0.0008318,              0.0008318,              0.0008318
                     61,                0.78999,                 0.4327,                0.95806,                 0.9737,                0.96875,                0.97303,                0.79359,                0.72413,                0.37853,                0.93295,               0.000812,               0.000812,               0.000812
                     62,                 0.7806,                0.42764,                0.96464,                0.98273,                0.95625,                0.98117,                0.79869,                0.71103,                0.37294,                0.91861,              0.0007922,              0.0007922,              0.0007922
                     63,                0.78133,                0.42828,                0.95837,                0.98725,                0.96823,                0.97771,                0.80363,                0.70803,                0.37162,                 0.9179,              0.0007724,              0.0007724,              0.0007724
                     64,                0.78923,                0.44005,                0.96681,                0.99357,                0.96541,                0.97785,                0.80734,                  0.679,                0.35508,                0.91806,              0.0007526,              0.0007526,              0.0007526
                     65,                0.75657,                0.42899,                0.94595,                0.98079,                0.95731,                 0.9838,                0.80088,                0.70695,                0.34838,                0.91962,              0.0007328,              0.0007328,              0.0007328
                     66,                0.76495,                0.45781,                0.94932,                0.99243,                0.96875,                0.98343,                0.79478,                0.72984,                0.37115,                0.92876,               0.000713,               0.000713,               0.000713
                     67,                0.75259,                 0.4144,                0.94544,                0.99349,                0.95346,                 0.9811,                0.79342,                0.73086,                0.35723,                0.93097,              0.0006932,              0.0006932,              0.0006932
                     68,                0.75566,                0.40753,                0.94346,                0.99139,                0.96875,                0.98372,                0.80229,                 0.7098,                0.34474,                0.92245,              0.0006734,              0.0006734,              0.0006734
                     69,                0.75138,                0.41822,                 0.9518,                0.97306,                0.96875,                0.98314,                0.81321,                0.68956,                 0.3499,                0.91644,              0.0006536,              0.0006536,              0.0006536
                     70,                0.74548,                0.41677,                0.94203,                  0.991,                 0.9625,                0.98231,                0.80806,                0.70239,                0.35461,                0.91671,              0.0006338,              0.0006338,              0.0006338
                     71,                0.74291,                 0.4023,                0.94968,                0.99402,                0.95625,                 0.9833,                0.80371,                0.69915,                0.34162,                0.91414,               0.000614,               0.000614,               0.000614
                     72,                0.74276,                0.41019,                  0.941,                0.98671,                   0.95,                  0.977,                0.80438,                0.71846,                0.35398,                   0.92,              0.0005942,              0.0005942,              0.0005942
                     73,                0.71835,                0.39422,                0.93632,                0.99279,                 0.9625,                0.97592,                0.80135,                0.70565,                0.35063,                0.92506,              0.0005744,              0.0005744,              0.0005744
                     74,                0.73196,                0.39687,                0.93807,                0.99755,                 0.9625,                0.98576,                0.81525,                0.70961,                0.33701,                0.91411,              0.0005546,              0.0005546,              0.0005546
                     75,                0.72059,                0.39027,                0.93249,                0.99687,                 0.9625,                0.98289,                0.79366,                0.73543,                0.34877,                0.93068,              0.0005348,              0.0005348,              0.0005348
                     76,                0.71816,                0.39713,                0.92717,                0.99308,                 0.9625,                0.98297,                0.80884,                0.72174,                0.34417,                0.91942,               0.000515,               0.000515,               0.000515
                     77,                0.71351,                0.38843,                 0.9335,                 0.9849,                0.96875,                0.98391,                0.81464,                0.71241,                0.32845,                0.91765,              0.0004952,              0.0004952,              0.0004952
                     78,                0.71133,                0.38912,                0.94005,                0.99708,                 0.9625,                0.97906,                0.81293,                0.71124,                0.34814,                0.92051,              0.0004754,              0.0004754,              0.0004754
                     79,                0.70611,                0.39111,                0.93284,                0.99667,                 0.9625,                0.98379,                0.81473,                 0.6987,                0.33394,                0.91374,              0.0004556,              0.0004556,              0.0004556
                     80,                0.69946,                0.38185,                0.92339,                0.99516,                 0.9625,                0.98598,                0.81445,                0.70447,                0.34234,                0.91778,              0.0004358,              0.0004358,              0.0004358
                     81,                0.70072,                0.38199,                0.93389,                0.98698,                 0.9625,                0.98391,                0.81898,                0.68884,                0.32973,                0.91014,               0.000416,               0.000416,               0.000416
                     82,                0.69604,                0.37495,                0.92852,                0.99584,                 0.9625,                   0.98,                0.80367,                 0.7099,                0.34786,                 0.9161,              0.0003962,              0.0003962,              0.0003962
                     83,                0.68767,                0.37592,                0.92747,                0.98632,                 0.9625,                0.97726,                0.81628,                  0.695,                0.33683,                0.90927,              0.0003764,              0.0003764,              0.0003764
                     84,                0.68686,                0.37018,                0.92379,                0.98099,                 0.9677,                0.98351,                0.81796,                0.71128,                0.34386,                0.91494,              0.0003566,              0.0003566,              0.0003566
                     85,                0.68803,                0.37578,                0.93107,                0.99353,                 0.9625,                0.97748,                0.81772,                0.68784,                0.32769,                0.90964,              0.0003368,              0.0003368,              0.0003368
                     86,                0.68344,                0.36392,                0.92361,                0.99526,                0.95625,                0.98132,                0.81149,                 0.6947,                 0.3293,                0.91581,               0.000317,               0.000317,               0.000317
                     87,                0.67248,                 0.3685,                0.92255,                0.98465,                 0.9625,                0.98267,                0.82101,                0.68115,                0.32344,                0.90868,              0.0002972,              0.0002972,              0.0002972
                     88,                0.67138,                0.36759,                0.92724,                0.99204,                 0.9625,                0.97811,                0.81841,                0.69278,                0.33531,                0.91216,              0.0002774,              0.0002774,              0.0002774
                     89,                0.65868,                0.37549,                0.91356,                0.98724,                0.96683,                0.97958,                 0.8137,                0.70389,                0.33627,                0.91236,              0.0002576,              0.0002576,              0.0002576
                     90,                0.65828,                0.36248,                0.91256,                 0.9935,                0.95586,                0.98129,                0.81479,                0.70126,                0.33419,                0.91381,              0.0002378,              0.0002378,              0.0002378
                     91,                0.59116,                0.30314,                 0.8909,                0.99675,                0.95625,                0.97773,                  0.807,                0.70657,                 0.3338,                0.91565,               0.000218,               0.000218,               0.000218
                     92,                0.58951,                0.29136,                 0.8909,                 0.9857,                 0.9625,                0.97896,                0.81434,                0.69335,                0.32992,                0.90911,              0.0001982,              0.0001982,              0.0001982
                     93,                0.56769,                0.28866,                0.88653,                0.98705,                 0.9625,                0.97924,                0.80887,                0.70684,                0.33844,                0.91601,              0.0001784,              0.0001784,              0.0001784
                     94,                0.56067,                0.28394,                0.87385,                0.98725,                0.96791,                0.97781,                0.81422,                0.69514,                0.32889,                0.91286,              0.0001586,              0.0001586,              0.0001586
                     95,                0.57473,                0.28589,                0.88713,                0.99909,                 0.9625,                0.98147,                0.81188,                0.70197,                0.32277,                0.91394,              0.0001388,              0.0001388,              0.0001388
                     96,                0.55607,                0.28146,                 0.8789,                0.99624,                 0.9625,                0.97788,                 0.8097,                0.70313,                0.32368,                0.91586,               0.000119,               0.000119,               0.000119
                     97,                 0.5592,                0.27719,                0.87682,                      1,                0.96048,                0.97691,                0.81064,                0.69119,                0.32577,                0.91554,               9.92e-05,               9.92e-05,               9.92e-05
                     98,                0.54184,                0.27559,                0.87565,                0.99899,                 0.9625,                0.97637,                 0.8092,                0.69402,                 0.3267,                 0.9136,               7.94e-05,               7.94e-05,               7.94e-05
                     99,                0.53681,                0.27594,                0.87886,                0.99207,                 0.9625,                0.97673,                0.81054,                0.69259,                0.32384,                 0.9112,               5.96e-05,               5.96e-05,               5.96e-05
                    100,                0.55041,                0.27646,                0.87609,                0.99121,                 0.9625,                0.97694,                0.81081,                 0.6952,                0.32633,                0.91241,               3.98e-05,               3.98e-05,               3.98e-05
